transaction_date,region,product_category,channel,customer_segment,transaction_amount,monthly_active_users,churn_flag,support_tickets,marketing_spend
2023-11-11,North,Credit Cards,ATM,Student,261.52,2237,0,8,45091.75
2024-12-19,South,Loans,Online,Retail,315.26,2314,0,4,12669.46
2024-09-21,West,Loans,Online,Business,40529.83,907,0,16,46883.87
2023-03-23,South,Savings,Mobile App,Student,5933.33,3295,0,12,35285.53
2024-03-28,North,Insurance,ATM,Business,350.96,1269,0,15,1524.07
2023-12-15,North,Loans,Branch,Retail,67.69,976,0,8,2536.72
2023-07-02,South,Mortgages,Online,Business,1088.79,358,0,9,4759.92
2023-01-15,Central,Savings,Online,Business,938.05,4453,1,16,45580.99
2024-04-09,South,Credit Cards,ATM,Business,3769.68,1127,0,9,37708.16
2023-08-25,Central,Loans,ATM,Retail,316.99,698,0,15,20455.25
2023-08-12,North,Mortgages,ATM,Business,9203.24,276,0,17,24955.06
2024-09-12,North,Insurance,Online,Business,151.72,4602,1,5,44609.74
2024-05-01,East,Insurance,Branch,Business,7752.78,4946,0,11,2316.31
2023-06-03,North,Mortgages,Online,Premium,3016.8,2843,0,5,16772.97
2023-01-12,East,Mortgages,Mobile App,Business,399.01,2658,0,9,38793.42
2023-04-28,East,Mortgages,ATM,Business,161.99,4301,0,18,13921.67
2023-11-16,North,Insurance,Branch,Business,607.2,1467,0,5,25494.47
2024-07-05,North,Loans,Mobile App,Student,1070.21,2723,0,5,4482.23
2024-10-21,South,Mortgages,Mobile App,Retail,12307.17,1502,0,0,34286.99
2024-01-19,Central,Loans,ATM,Student,4549.63,2463,0,18,2129.95
2023-11-23,Central,Credit Cards,Online,Business,3623.08,1846,0,4,30890.02
2024-12-19,East,Savings,Mobile App,Student,259.76,3604,0,10,21293.28
2023-10-27,East,Mortgages,Branch,Business,834.6,4848,0,17,12941.82
2024-09-10,North,Credit Cards,ATM,Premium,334.08,2711,0,19,38471.72
2023-10-02,North,Savings,Online,Business,19366.81,2702,0,20,35182.99
2023-05-30,Central,Loans,ATM,Premium,10072.48,3563,0,7,43798.84
2023-07-02,North,Loans,ATM,Student,843.97,2365,0,15,8994.17
2024-10-24,Central,Savings,Branch,Premium,1373.11,1366,0,7,47893.4
2024-01-26,East,Insurance,ATM,Retail,5555.8,3594,0,7,14760.92
2023-12-30,South,Mortgages,Online,Premium,5955.48,4622,0,17,7826.51
2024-10-08,South,Mortgages,ATM,Retail,1616.71,4584,0,17,6213.75
2023-10-10,North,Insurance,Online,Premium,8608.3,241,0,15,36107.61
2024-12-16,East,Mortgages,Online,Student,3065.38,1175,0,17,10260.18
2023-08-05,South,Savings,Mobile App,Retail,892.25,2731,0,14,27737.7
2024-05-02,North,Insurance,Branch,Premium,17429.76,1452,0,10,48612.13
2024-04-04,West,Insurance,ATM,Premium,4834.4,4039,0,12,29261.49
2024-12-23,West,Credit Cards,Branch,Student,1677.23,3775,0,12,46998.37
2024-07-27,North,Credit Cards,Online,Retail,638.16,4736,0,12,4402.48
2024-03-17,Central,Savings,ATM,Retail,702.49,4455,0,13,6140.79
2024-08-27,South,Loans,Mobile App,Student,2014.29,2863,0,9,24397.57
2024-07-28,South,Loans,Online,Retail,11192.65,2695,1,2,26261.2
2023-06-17,Central,Loans,Online,Premium,2217.26,2351,0,7,15090.55
2024-08-03,North,Loans,Mobile App,Business,641.77,4734,0,7,46773.72
2024-02-09,Central,Mortgages,ATM,Retail,2313.92,4603,0,1,22872.98
2024-06-24,Central,Insurance,Branch,Retail,323.72,3150,0,8,38119.12
2023-06-11,North,Mortgages,Mobile App,Premium,1967.51,2164,0,12,29149.74
2023-04-09,North,Loans,Online,Retail,359.19,3336,0,4,48996.9
2024-06-21,North,Credit Cards,Mobile App,Premium,1463.82,1169,0,1,28962.69
2024-05-17,Central,Credit Cards,Online,Business,794.41,1547,0,7,33950.32
2023-11-24,East,Insurance,ATM,Premium,707.35,2801,0,14,38054.96
2023-10-05,East,Loans,Mobile App,Retail,1775.51,1463,0,11,23941.31
2023-06-15,South,Savings,Mobile App,Retail,1866.91,1271,0,1,29657.6
2024-07-05,East,Insurance,Branch,Premium,2289.37,158,0,11,43373.06
2024-01-27,Central,Credit Cards,Online,Retail,791.3,1054,1,6,29378.24
2023-10-07,South,Loans,Online,Retail,12642.65,145,0,0,22146.38
2024-09-18,North,Credit Cards,Mobile App,Student,1972.74,437,0,9,38580.11
2024-04-12,North,Loans,ATM,Premium,65.43,3676,0,20,10295.0
2023-08-22,North,Credit Cards,Online,Student,274.34,3812,0,2,28574.32
2024-09-01,West,Savings,ATM,Retail,30601.89,2966,0,15,20129.46
2024-07-18,North,Savings,ATM,Premium,521.19,3428,0,5,29662.58
2023-08-29,East,Insurance,Branch,Retail,5887.2,2531,0,3,14548.64
2024-07-27,Central,Credit Cards,Online,Premium,1755.68,717,0,8,10381.33
2024-11-11,North,Mortgages,Mobile App,Retail,5886.53,932,1,10,16653.72
2023-01-24,North,Credit Cards,Mobile App,Premium,7293.18,565,0,1,33145.3
2023-05-28,West,Credit Cards,Branch,Premium,1193.55,2866,0,15,7323.44
2023-04-15,North,Savings,Online,Retail,2026.19,3911,0,13,18339.66
2023-03-10,Central,Savings,Branch,Business,1896.69,736,1,20,33176.8
2023-12-12,North,Mortgages,Online,Student,1665.6,324,0,8,10932.25
2024-01-11,Central,Savings,ATM,Student,28882.47,2171,0,5,42592.55
2024-06-04,West,Insurance,Mobile App,Premium,4725.76,3290,0,7,49103.48
2024-12-02,North,Credit Cards,ATM,Business,5838.43,2059,1,16,2195.31
2023-05-23,South,Mortgages,Online,Student,158.23,3072,1,8,32660.6
2024-05-13,East,Credit Cards,Online,Student,517.3,180,0,4,5436.45
2024-06-18,South,Savings,Branch,Premium,693.68,2036,0,7,6680.14
2023-06-24,South,Loans,ATM,Student,662.17,673,0,7,49905.42
2023-02-16,North,Mortgages,Mobile App,Business,2240.86,3571,0,16,49806.12
2023-02-07,West,Loans,Online,Retail,2701.92,3939,0,3,9884.63
2024-07-25,Central,Credit Cards,Branch,Student,882.55,2282,0,20,5963.9
2024-09-30,East,Mortgages,Branch,Retail,419.9,418,0,15,6507.45
2023-02-04,Central,Savings,Mobile App,Student,873.87,2148,0,0,10993.67
2024-02-18,Central,Insurance,ATM,Premium,522.83,2555,0,20,40815.99
2023-10-08,Central,Credit Cards,ATM,Retail,750.83,1245,0,8,44235.21
2024-12-18,North,Insurance,Mobile App,Business,522.78,1786,0,7,31552.69
2024-10-07,East,Insurance,Branch,Business,923.93,2450,0,2,22701.28
2024-04-17,West,Savings,Mobile App,Student,279.29,1165,0,0,45473.78
2023-01-31,Central,Credit Cards,Branch,Student,50.0,2084,0,9,8611.67
2024-09-14,North,Credit Cards,Mobile App,Business,4341.2,2773,0,18,36458.91
2024-02-09,East,Loans,Branch,Premium,1976.6,2166,0,1,42237.75
2024-08-02,North,Mortgages,Mobile App,Retail,2069.94,4736,0,9,39590.06
2023-11-09,Central,Loans,ATM,Student,1392.03,4002,0,5,1498.67
2023-08-30,North,Insurance,ATM,Premium,491.44,448,0,20,26702.85
2023-08-26,East,Mortgages,Branch,Student,7106.05,404,0,17,28364.25
2024-12-23,Central,Savings,Mobile App,Premium,260.88,1281,0,19,13986.59
2023-12-07,North,Loans,ATM,Premium,2073.93,1263,0,5,25244.48
2024-08-03,West,Insurance,ATM,Business,4758.66,688,0,7,6473.5
2023-04-06,West,Savings,Mobile App,Premium,1449.6,2545,0,16,38711.01
2023-05-16,East,Insurance,Branch,Student,1510.06,1447,0,11,48532.7
2023-03-10,East,Mortgages,Mobile App,Retail,244.35,3502,0,19,46781.26
2023-01-16,West,Insurance,Branch,Retail,233.28,114,1,19,40874.35
2023-05-18,West,Insurance,Mobile App,Student,1086.06,2728,0,6,13442.81
2024-06-09,East,Loans,Mobile App,Business,3250.73,4053,0,15,7637.16
2023-04-24,South,Loans,Branch,Retail,1870.65,3393,0,12,16215.43
2023-11-18,North,Insurance,Mobile App,Retail,1454.26,1274,0,15,27900.37
2023-04-21,South,Savings,Online,Student,4387.55,4663,0,3,43693.8
2024-11-20,North,Loans,ATM,Student,291.58,3775,0,14,29937.12
2023-06-11,South,Loans,ATM,Business,1560.37,2658,0,4,29776.37
2024-10-07,South,Credit Cards,Branch,Premium,4785.73,3720,0,0,22447.19
2023-08-17,North,Mortgages,Branch,Retail,1716.15,3244,1,8,22693.85
2024-09-30,South,Savings,Branch,Student,1867.5,1410,1,2,40266.51
2023-01-14,South,Insurance,Online,Premium,193.01,2049,0,1,43807.84
2024-08-03,Central,Mortgages,Branch,Business,3584.47,2757,0,10,29595.9
2023-10-17,West,Insurance,Branch,Premium,433.42,4977,0,0,28281.35
2024-05-16,East,Loans,Branch,Retail,1506.57,4184,0,8,5616.49
2023-01-22,North,Loans,Mobile App,Premium,1590.6,3636,0,13,40878.6
2024-12-22,West,Savings,ATM,Premium,1352.89,284,0,3,13231.47
2023-09-02,East,Insurance,Branch,Premium,118.82,3230,0,8,10192.33
2023-07-18,North,Mortgages,ATM,Retail,318.17,4364,0,3,4229.48
2024-04-02,South,Insurance,Mobile App,Student,96.05,3525,0,5,16629.66
2024-05-04,North,Credit Cards,ATM,Student,557.66,4742,0,8,30597.03
2023-07-05,West,Loans,Branch,Student,709.38,4580,0,19,19530.88
2024-06-22,North,Credit Cards,Branch,Premium,318.45,2332,0,9,16361.51
2024-07-18,South,Insurance,Branch,Student,18082.05,3073,0,16,31420.23
2024-04-25,North,Credit Cards,Online,Retail,6167.87,4833,0,7,19364.35
2024-08-25,South,Mortgages,ATM,Student,20907.58,2502,0,5,42397.62
2024-02-15,West,Loans,Online,Business,5776.99,1812,0,10,24652.89
2023-01-07,Central,Insurance,ATM,Student,5201.34,213,0,19,2496.88
2024-06-18,West,Credit Cards,ATM,Retail,4109.71,1349,0,9,16664.22
2023-01-27,North,Mortgages,Online,Retail,7792.69,3802,0,18,16126.78
2024-03-19,West,Credit Cards,ATM,Business,99401.32,2667,0,9,45446.31
2023-03-14,West,Mortgages,Online,Student,425.19,4015,0,20,40523.89
2024-08-19,East,Credit Cards,Branch,Business,1536.72,3544,0,10,8401.15
2024-05-10,South,Loans,Online,Retail,1616.68,4249,0,4,13978.44
2024-06-08,West,Loans,Mobile App,Business,836.8,1253,0,8,38714.96
2023-11-13,South,Loans,Branch,Retail,7154.84,1682,0,3,7709.89
2023-07-10,North,Savings,Branch,Student,1203.09,1142,0,0,24801.18
2023-10-17,West,Loans,Branch,Retail,1153.89,4620,0,6,30149.45
2024-11-03,South,Savings,Online,Business,4621.49,944,0,2,8981.92
2024-03-23,South,Loans,Mobile App,Retail,25792.48,2777,0,11,48423.13
2023-04-04,West,Insurance,Online,Student,315.34,4086,0,17,37490.8
2024-08-08,Central,Insurance,ATM,Business,17047.14,4342,0,3,18259.15
2023-02-22,North,Savings,Online,Premium,628.67,3327,0,4,5350.11
2023-05-15,Central,Mortgages,Branch,Premium,1804.31,767,0,13,22153.84
2024-08-15,North,Credit Cards,ATM,Premium,15865.1,3224,0,5,41828.94
2024-05-27,Central,Mortgages,Branch,Business,3581.74,3707,0,1,9853.49
2024-09-27,North,Mortgages,Online,Premium,649.11,917,0,2,32563.23
2023-06-11,North,Credit Cards,Mobile App,Student,1748.92,1186,0,18,27282.91
2023-04-08,South,Savings,Branch,Premium,144.19,4678,0,15,14056.6
2024-11-17,South,Credit Cards,ATM,Student,2946.0,4581,0,1,45158.38
2023-07-20,North,Savings,ATM,Student,935.62,619,0,7,33016.36
2024-05-19,North,Insurance,ATM,Business,1914.63,981,0,11,4316.85
2023-06-22,Central,Mortgages,Online,Retail,3301.93,1133,0,11,30531.81
2024-08-12,North,Mortgages,ATM,Business,4966.29,596,0,8,40316.1
2023-06-15,Central,Credit Cards,ATM,Retail,1566.32,719,0,12,23305.8
2024-04-03,North,Loans,ATM,Student,984.49,4967,0,14,8120.94
2023-04-08,Central,Savings,Mobile App,Business,3285.97,3023,1,8,25914.72
2024-05-01,North,Loans,ATM,Student,6603.99,828,0,20,26404.14
2023-08-22,South,Mortgages,Branch,Business,50.0,2995,0,18,28796.35
2023-12-17,South,Credit Cards,Branch,Premium,271.46,3976,0,19,43423.27
2024-10-02,South,Mortgages,Branch,Retail,1527.89,4828,0,11,17282.81
2023-03-03,East,Savings,Branch,Student,342.82,4052,1,11,34134.3
2023-11-18,West,Savings,Mobile App,Student,936.16,3151,0,5,7754.99
2024-12-15,East,Insurance,Branch,Business,2295.15,3134,0,10,13975.87
2023-12-08,North,Loans,Branch,Premium,11873.73,4653,0,2,33858.1
2024-09-02,East,Mortgages,Mobile App,Business,1207.08,3994,0,16,35231.27
2024-10-22,North,Credit Cards,Mobile App,Retail,5397.15,4865,1,18,6327.68
2024-04-26,North,Loans,Online,Business,2318.71,3487,0,14,40249.17
2024-09-30,East,Loans,Branch,Business,664.38,4110,0,7,32936.0
2024-08-31,North,Loans,Online,Retail,2046.03,1826,0,18,38069.59
2024-11-12,East,Savings,ATM,Business,7748.58,4724,0,1,26682.87
2024-03-24,Central,Loans,Branch,Premium,850.79,569,0,18,47725.47
2024-04-22,North,Savings,Mobile App,Business,2100.04,1248,0,5,17508.94
2023-07-21,South,Mortgages,ATM,Premium,18673.88,655,0,5,10997.14
2023-08-23,East,Loans,Branch,Premium,887.91,2652,0,3,17993.42
2023-11-10,East,Savings,Mobile App,Student,1057.32,3279,0,18,17057.47
2024-02-18,East,Savings,Online,Retail,2684.33,3061,0,6,31292.76
2023-04-09,East,Loans,Mobile App,Student,195.93,3517,0,7,42447.82
2023-09-25,South,Savings,Online,Business,3621.04,1911,0,11,30752.16
2023-12-16,East,Mortgages,Branch,Student,3295.15,722,0,19,11014.6
2023-07-25,East,Loans,Mobile App,Business,474.42,2894,0,15,40977.08
2024-08-28,East,Loans,Branch,Student,1791.88,1696,0,1,15622.33
2024-11-06,North,Mortgages,Branch,Student,2905.12,3262,0,11,43952.11
2024-05-30,North,Mortgages,Branch,Student,927.62,1319,1,4,40171.99
2024-08-01,West,Savings,Mobile App,Retail,7652.61,1409,0,17,37440.26
2023-02-20,South,Insurance,ATM,Business,928.84,1447,0,19,22010.79
2023-03-29,South,Savings,Branch,Retail,513.89,1779,0,10,17963.77
2024-11-12,North,Credit Cards,Online,Premium,53.11,1474,0,1,42575.88
2024-02-06,North,Insurance,Mobile App,Business,4121.32,932,0,16,36269.25
2024-04-04,East,Mortgages,Online,Premium,766.24,3915,0,12,49446.55
2024-11-30,North,Mortgages,Mobile App,Retail,2381.05,2319,0,3,1851.99
2023-03-06,South,Insurance,Mobile App,Business,497.04,1522,0,15,39335.29
2023-08-22,South,Credit Cards,Online,Student,5125.66,3262,0,2,46458.57
2024-10-18,West,Mortgages,ATM,Premium,4667.82,4654,0,5,39916.49
2024-10-23,East,Mortgages,Branch,Business,10459.66,1107,0,4,11391.62
2024-02-16,North,Savings,Branch,Premium,1396.21,3077,0,5,13579.77
2024-01-03,South,Savings,Branch,Premium,429.34,3441,0,18,22513.67
2023-08-11,North,Mortgages,ATM,Student,140.0,1385,0,8,36845.11
2023-01-18,North,Mortgages,Online,Retail,2092.49,4552,0,9,49685.23
2023-06-23,Central,Mortgages,ATM,Business,2910.4,3548,0,9,25084.01
2023-11-19,East,Credit Cards,Online,Business,1258.55,2182,0,17,28837.49
2024-08-06,North,Credit Cards,ATM,Retail,401.44,2181,0,2,20276.34
2024-12-16,West,Mortgages,Online,Premium,1309.7,1541,0,15,35371.65
2024-03-10,North,Insurance,Branch,Business,236.12,1643,0,1,49655.36
2024-01-05,North,Savings,Online,Retail,1028.4,3439,0,10,15129.95
2024-06-26,West,Insurance,Mobile App,Retail,106.37,3141,0,3,6790.61
2023-12-20,South,Credit Cards,ATM,Retail,67.61,676,0,0,13787.08
2023-03-12,Central,Savings,Online,Student,462.98,842,1,15,45176.13
2023-03-17,North,Credit Cards,ATM,Business,241.69,2702,0,20,25072.24
2023-01-30,Central,Insurance,Mobile App,Retail,836.07,3001,0,6,9979.54
2023-11-13,North,Credit Cards,Online,Business,1478.73,137,0,6,39282.64
2023-07-24,East,Mortgages,Branch,Premium,3687.51,512,0,8,46084.53
2024-09-19,Central,Insurance,Online,Retail,12232.13,2368,0,6,19325.44
2023-10-20,East,Savings,Mobile App,Retail,1164.81,4147,0,15,11721.07
2023-08-07,West,Savings,ATM,Student,389.37,2870,0,3,12750.44
2024-05-03,East,Mortgages,Branch,Student,178.12,1988,0,4,4680.43
2023-03-01,Central,Mortgages,Online,Retail,2191.84,4844,1,4,20270.89
2024-05-27,East,Insurance,Online,Student,179.53,1316,0,9,47969.16
2023-12-20,East,Mortgages,Online,Student,2390.84,1638,1,20,11682.33
2023-08-23,South,Insurance,Online,Student,50.0,2924,0,8,4721.52
2024-04-04,South,Mortgages,ATM,Student,92.03,2732,0,2,43287.11
2023-09-08,West,Insurance,ATM,Business,9782.8,3171,0,12,43902.0
2023-03-31,East,Savings,Mobile App,Retail,426.62,2047,1,19,39264.33
2024-11-29,East,Mortgages,ATM,Retail,1573.83,4027,0,19,6675.21
2024-06-05,North,Credit Cards,Online,Premium,8017.75,2864,0,7,20702.41
2023-02-02,Central,Credit Cards,Branch,Business,784.31,3981,0,7,28423.43
2024-08-12,North,Insurance,Online,Business,3163.84,1288,1,18,11535.34
2023-10-16,North,Mortgages,Mobile App,Business,513.4,2626,0,8,11881.56
2024-05-08,North,Credit Cards,Online,Student,284.26,4817,0,19,39891.65
2023-04-16,East,Credit Cards,Mobile App,Student,157.65,337,0,6,27922.16
2023-06-08,Central,Mortgages,ATM,Business,487.5,254,0,17,23998.61
2024-01-01,North,Loans,ATM,Student,1028.02,1160,0,5,28552.64
2023-10-07,North,Insurance,Branch,Retail,561.08,2071,0,4,15288.96
2023-06-04,North,Insurance,Online,Student,3402.5,494,0,5,24563.12
2023-08-04,South,Loans,Branch,Retail,411.98,4922,1,2,31474.37
2024-03-04,Central,Savings,Online,Premium,2257.56,3947,0,17,27273.28
2024-12-03,East,Credit Cards,Online,Student,225.35,342,0,13,44964.38
2023-07-19,West,Credit Cards,ATM,Business,599.77,2830,0,0,36131.48
2024-11-11,North,Insurance,Mobile App,Business,935.49,1813,0,7,27668.46
2024-02-24,South,Loans,ATM,Premium,2007.39,2232,0,4,17891.84
2023-10-13,North,Mortgages,Mobile App,Retail,7410.13,2925,0,9,40324.38
2024-08-13,South,Mortgages,Branch,Retail,7859.67,3415,0,6,43231.51
2024-09-24,East,Credit Cards,Mobile App,Student,967.99,1885,0,0,13539.43
2024-10-06,North,Mortgages,Online,Business,568.38,2848,0,14,42531.1
2024-06-14,East,Credit Cards,Branch,Retail,614.01,2423,0,20,32836.69
2024-07-08,South,Savings,ATM,Student,252.19,1740,0,16,35200.19
2023-10-12,North,Credit Cards,Mobile App,Student,784.19,2196,0,20,31139.37
2024-10-01,North,Loans,ATM,Retail,980.31,1724,0,11,24215.96
2024-03-30,West,Credit Cards,Mobile App,Premium,8637.92,3532,0,14,25405.0
2024-11-10,North,Mortgages,Branch,Business,1947.83,2431,0,7,46954.8
2023-01-10,South,Savings,Branch,Retail,20357.61,4027,0,1,1522.48
2024-05-12,South,Savings,Branch,Student,337.28,2124,0,0,41981.72
2024-01-17,Central,Mortgages,Branch,Premium,552.82,1121,0,9,48770.59
2024-10-18,North,Mortgages,Branch,Retail,50.0,4610,0,19,11406.39
2023-12-25,South,Savings,Branch,Student,686.71,4150,0,12,48630.67
2024-07-20,North,Credit Cards,Online,Retail,907.92,4952,0,1,7492.12
2023-05-23,North,Insurance,ATM,Premium,56762.73,4259,0,19,12455.44
2024-05-04,North,Credit Cards,Mobile App,Business,2524.61,4789,0,9,15908.29
2024-09-29,South,Insurance,Mobile App,Business,380.47,656,0,13,35518.04
2024-02-01,East,Savings,Mobile App,Premium,6185.49,905,0,15,19872.77
2023-06-28,South,Loans,Branch,Student,2048.36,449,0,14,12354.43
2023-10-05,North,Mortgages,ATM,Premium,2734.89,267,0,11,1533.32
2023-10-01,East,Credit Cards,ATM,Premium,6865.18,4461,0,8,33158.79
2024-06-11,South,Insurance,Online,Premium,326.32,3432,0,16,11433.54
2024-09-04,North,Savings,Branch,Student,621.9,1266,0,3,15724.07
2023-05-11,South,Credit Cards,Branch,Retail,649.35,4947,1,11,16176.1
2023-06-10,East,Savings,Branch,Retail,934.26,2556,0,11,8837.99
2024-10-19,North,Insurance,Online,Business,708.39,140,0,4,27018.74
2024-08-03,West,Credit Cards,Mobile App,Premium,934.96,3489,0,10,47405.69
2023-05-12,East,Credit Cards,ATM,Student,50.0,4727,1,15,27985.49
2023-10-19,North,Loans,Mobile App,Business,992.68,1214,0,3,13976.43
2023-11-24,East,Credit Cards,Mobile App,Retail,926.52,4626,0,16,49010.13
2023-06-16,North,Mortgages,ATM,Premium,50.0,4003,0,10,32953.23
2023-01-21,West,Insurance,Mobile App,Premium,3883.64,827,0,3,14095.11
2023-09-22,West,Savings,Online,Business,3419.81,1361,0,14,24653.95
2024-07-03,West,Mortgages,Mobile App,Student,806.73,526,0,17,32175.88
2024-04-19,South,Loans,Branch,Premium,289.49,4636,0,11,14160.3
2023-10-11,East,Credit Cards,Branch,Retail,50.0,3007,0,20,3158.12
2024-07-09,South,Savings,Mobile App,Retail,1095.07,1910,0,7,4545.78
2023-10-28,West,Credit Cards,ATM,Student,12350.94,319,0,6,23669.34
2024-08-07,North,Savings,ATM,Retail,816.25,2262,1,3,24439.93
2024-03-07,West,Loans,Branch,Retail,4394.83,3195,1,10,16918.86
2024-10-23,North,Credit Cards,Mobile App,Student,130.66,4492,1,10,18166.16
2023-10-28,East,Credit Cards,ATM,Business,4779.94,697,0,3,5703.11
2024-01-28,North,Loans,Mobile App,Student,809.85,701,1,11,37814.84
2023-03-05,North,Savings,Branch,Premium,8053.3,1336,0,1,1649.03
2024-02-18,North,Savings,Mobile App,Student,676.88,249,0,7,27211.95
2024-09-07,East,Mortgages,Mobile App,Business,26462.28,1056,0,20,9972.66
2024-03-09,East,Savings,Branch,Student,1311.1,3579,0,8,29201.47
2024-10-31,South,Savings,Mobile App,Student,610.23,2612,0,5,46801.11
2024-12-22,East,Loans,Branch,Student,97.32,1869,0,15,19386.84
2024-07-31,Central,Insurance,ATM,Business,110718.53,1854,0,1,43850.32
2024-04-18,West,Loans,Branch,Retail,624.45,269,0,18,16132.81
2023-10-15,East,Savings,Online,Premium,423.78,4534,0,7,26657.87
2023-07-24,South,Credit Cards,Mobile App,Retail,418.3,3279,0,2,20246.87
2023-04-02,South,Mortgages,ATM,Premium,3713.64,2616,0,13,29422.46
2024-04-08,South,Loans,Mobile App,Premium,24709.29,2926,0,13,29014.64
2023-12-22,Central,Savings,Branch,Premium,43061.46,3429,0,18,27030.3
2023-05-07,West,Insurance,ATM,Premium,3590.15,4852,0,7,26779.31
2023-03-15,Central,Loans,Mobile App,Business,554.1,893,0,9,11550.33
2024-01-18,West,Insurance,Online,Retail,1063.81,4689,0,20,32708.96
2024-10-03,North,Mortgages,Mobile App,Retail,2810.43,3249,0,9,37823.46
2024-07-20,West,Mortgages,Online,Student,893.74,1998,1,1,22077.8
2023-03-06,West,Insurance,ATM,Premium,20542.1,1009,0,0,43319.33
2024-03-26,North,Credit Cards,Mobile App,Retail,684.57,1906,0,2,14931.84
2024-07-21,North,Savings,Online,Premium,504.8,3761,0,16,33604.03
2024-12-23,South,Mortgages,Branch,Student,428.13,4041,0,15,26405.72
2023-01-15,East,Savings,ATM,Retail,234.06,407,0,12,22833.31
2024-06-03,North,Credit Cards,Online,Retail,1438.72,1375,0,1,19585.95
2024-09-26,North,Credit Cards,Mobile App,Retail,5216.36,547,0,10,31267.93
